Game_ID,Game_Domain_ID,Game_Domain_1,Game_Domain_2,Game_Duration,Game_Score,Game_Feedback_A,Game_Feedback_B,Round_Nr,Round_Duration,Round_Scores,Round_Images_A,Round_Images_B,Message_Nr,Message_Timestamp,Message_Turn,Message_Agent_ID,Message_Agent_Label,Message_Speaker,Message_Type,Message_Text
333U7HK6IADTMJB5OO2Z5F8W2VXJDB39N5ACM9HFLD541M7L2HGFBIKAD9PB,42,car,truck,1178,30,col:5<&>partner_u:5<&>self_u:5<&>text:Surveywentsmoothly.,col:5<&>partner_u:5<&>self_u:5<&>text:,1,219,6,"[['car_truck/COCO_train2014_000000075299.jpg', False], ['car_truck/COCO_train2014_000000468408.jpg', False], ['car_truck/COCO_train2014_000000137150.jpg', False], ['car_truck/COCO_train2014_000000151371.jpg', True], ['car_truck/COCO_train2014_000000565975.jpg', True], ['car_truck/COCO_train2014_000000379766.jpg', True]]","[['car_truck/COCO_train2014_000000565975.jpg', True], ['car_truck/COCO_train2014_000000056549.jpg', True], ['car_truck/COCO_train2014_000000137150.jpg', False], ['car_truck/COCO_train2014_000000151371.jpg', True], ['car_truck/COCO_train2014_000000237372.jpg', False], ['car_truck/COCO_train2014_000000075299.jpg', False]]",10,1970-01-01 00:01:59.461795,7,A6MWJK1YEY5L2,mturk_agent_2,B,text,Yes I do! That was what I was going to ask about next.
333U7HK6IADTMJB5OO2Z5F8W2VXJDB39N5ACM9HFLD541M7L2HGFBIKAD9PB,42,car,truck,1178,30,col:5<&>partner_u:5<&>self_u:5<&>text:Surveywentsmoothly.,col:5<&>partner_u:5<&>self_u:5<&>text:,1,219,6,"[['car_truck/COCO_train2014_000000075299.jpg', False], ['car_truck/COCO_train2014_000000468408.jpg', False], ['car_truck/COCO_train2014_000000137150.jpg', False], ['car_truck/COCO_train2014_000000151371.jpg', True], ['car_truck/COCO_train2014_000000565975.jpg', True], ['car_truck/COCO_train2014_000000379766.jpg', True]]","[['car_truck/COCO_train2014_000000565975.jpg', True], ['car_truck/COCO_train2014_000000056549.jpg', True], ['car_truck/COCO_train2014_000000137150.jpg', False], ['car_truck/COCO_train2014_000000151371.jpg', True], ['car_truck/COCO_train2014_000000237372.jpg', False], ['car_truck/COCO_train2014_000000075299.jpg', False]]",11,1970-01-01 00:02:02.262610,8,A6MWJK1YEY5L2,mturk_agent_2,B,selection,<selection> <com> car_truck/COCO_train2014_000000565975.jpg
333U7HK6IADTMJB5OO2Z5F8W2VXJDB39N5ACM9HFLD541M7L2HGFBIKAD9PB,42,car,truck,1178,30,col:5<&>partner_u:5<&>self_u:5<&>text:Surveywentsmoothly.,col:5<&>partner_u:5<&>self_u:5<&>text:,1,219,6,"[['car_truck/COCO_train2014_000000075299.jpg', False], ['car_truck/COCO_train2014_000000468408.jpg', False], ['car_truck/COCO_train2014_000000137150.jpg', False], ['car_truck/COCO_train2014_000000151371.jpg', True], ['car_truck/COCO_train2014_000000565975.jpg', True], ['car_truck/COCO_train2014_000000379766.jpg', True]]","[['car_truck/COCO_train2014_000000565975.jpg', True], ['car_truck/COCO_train2014_000000056549.jpg', True], ['car_truck/COCO_train2014_000000137150.jpg', False], ['car_truck/COCO_train2014_000000151371.jpg', True], ['car_truck/COCO_train2014_000000237372.jpg', False], ['car_truck/COCO_train2014_000000075299.jpg', False]]",12,1970-01-01 00:02:07.993761,8,AMDX0UNZS4A1G,mturk_agent_1,A,text,I do too.
333U7HK6IADTMJB5OO2Z5F8W2VXJDB39N5ACM9HFLD541M7L2HGFBIKAD9PB,42,car,truck,1178,30,col:5<&>partner_u:5<&>self_u:5<&>text:Surveywentsmoothly.,col:5<&>partner_u:5<&>self_u:5<&>text:,1,219,6,"[['car_truck/COCO_train2014_000000075299.jpg', False], ['car_truck/COCO_train2014_000000468408.jpg', False], ['car_truck/COCO_train2014_000000137150.jpg', False], ['car_truck/COCO_train2014_000000151371.jpg', True], ['car_truck/COCO_train2014_000000565975.jpg', True], ['car_truck/COCO_train2014_000000379766.jpg', True]]","[['car_truck/COCO_train2014_000000565975.jpg', True], ['car_truck/COCO_train2014_000000056549.jpg', True], ['car_truck/COCO_train2014_000000137150.jpg', False], ['car_truck/COCO_train2014_000000151371.jpg', True], ['car_truck/COCO_train2014_000000237372.jpg', False], ['car_truck/COCO_train2014_000000075299.jpg', False]]",13,1970-01-01 00:02:09.901799,9,AMDX0UNZS4A1G,mturk_agent_1,A,selection,<selection> <com> car_truck/COCO_train2014_000000565975.jpg
333U7HK6IADTMJB5OO2Z5F8W2VXJDB39N5ACM9HFLD541M7L2HGFBIKAD9PB,42,car,truck,1178,30,col:5<&>partner_u:5<&>self_u:5<&>text:Surveywentsmoothly.,col:5<&>partner_u:5<&>self_u:5<&>text:,1,219,6,"[['car_truck/COCO_train2014_000000075299.jpg', False], ['car_truck/COCO_train2014_000000468408.jpg', False], ['car_truck/COCO_train2014_000000137150.jpg', False], ['car_truck/COCO_train2014_000000151371.jpg', True], ['car_truck/COCO_train2014_000000565975.jpg', True], ['car_truck/COCO_train2014_000000379766.jpg', True]]","[['car_truck/COCO_train2014_000000565975.jpg', True], ['car_truck/COCO_train2014_000000056549.jpg', True], ['car_truck/COCO_train2014_000000137150.jpg', False], ['car_truck/COCO_train2014_000000151371.jpg', True], ['car_truck/COCO_train2014_000000237372.jpg', False], ['car_truck/COCO_train2014_000000075299.jpg', False]]",14,1970-01-01 00:02:17.655027,9,A6MWJK1YEY5L2,mturk_agent_2,B,text,Did you need any others?
333U7HK6IADTMJB5OO2Z5F8W2VXJDB39N5ACM9HFLD541M7L2HGFBIKAD9PB,42,car,truck,1178,30,col:5<&>partner_u:5<&>self_u:5<&>text:Surveywentsmoothly.,col:5<&>partner_u:5<&>self_u:5<&>text:,1,219,6,"[['car_truck/COCO_train2014_000000075299.jpg', False], ['car_truck/COCO_train2014_000000468408.jpg', False], ['car_truck/COCO_train2014_000000137150.jpg', False], ['car_truck/COCO_train2014_000000151371.jpg', True], ['car_truck/COCO_train2014_000000565975.jpg', True], ['car_truck/COCO_train2014_000000379766.jpg', True]]","[['car_truck/COCO_train2014_000000565975.jpg', True], ['car_truck/COCO_train2014_000000056549.jpg', True], ['car_truck/COCO_train2014_000000137150.jpg', False], ['car_truck/COCO_train2014_000000151371.jpg', True], ['car_truck/COCO_train2014_000000237372.jpg', False], ['car_truck/COCO_train2014_000000075299.jpg', False]]",15,1970-01-01 00:02:23.993782,10,AMDX0UNZS4A1G,mturk_agent_1,A,text,"yeah, one more."
333U7HK6IADTMJB5OO2Z5F8W2VXJDB39N5ACM9HFLD541M7L2HGFBIKAD9PB,42,car,truck,1178,30,col:5<&>partner_u:5<&>self_u:5<&>text:Surveywentsmoothly.,col:5<&>partner_u:5<&>self_u:5<&>text:,1,219,6,"[['car_truck/COCO_train2014_000000075299.jpg', False], ['car_truck/COCO_train2014_000000468408.jpg', False], ['car_truck/COCO_train2014_000000137150.jpg', False], ['car_truck/COCO_train2014_000000151371.jpg', True], ['car_truck/COCO_train2014_000000565975.jpg', True], ['car_truck/COCO_train2014_000000379766.jpg', True]]","[['car_truck/COCO_train2014_000000565975.jpg', True], ['car_truck/COCO_train2014_000000056549.jpg', True], ['car_truck/COCO_train2014_000000137150.jpg', False], ['car_truck/COCO_train2014_000000151371.jpg', True], ['car_truck/COCO_train2014_000000237372.jpg', False], ['car_truck/COCO_train2014_000000075299.jpg', False]]",16,1970-01-01 00:02:30.181783,11,A6MWJK1YEY5L2,mturk_agent_2,B,text,Go ahead
333U7HK6IADTMJB5OO2Z5F8W2VXJDB39N5ACM9HFLD541M7L2HGFBIKAD9PB,42,car,truck,1178,30,col:5<&>partner_u:5<&>self_u:5<&>text:Surveywentsmoothly.,col:5<&>partner_u:5<&>self_u:5<&>text:,1,219,6,"[['car_truck/COCO_train2014_000000075299.jpg', False], ['car_truck/COCO_train2014_000000468408.jpg', False], ['car_truck/COCO_train2014_000000137150.jpg', False], ['car_truck/COCO_train2014_000000151371.jpg', True], ['car_truck/COCO_train2014_000000565975.jpg', True], ['car_truck/COCO_train2014_000000379766.jpg', True]]","[['car_truck/COCO_train2014_000000565975.jpg', True], ['car_truck/COCO_train2014_000000056549.jpg', True], ['car_truck/COCO_train2014_000000137150.jpg', False], ['car_truck/COCO_train2014_000000151371.jpg', True], ['car_truck/COCO_train2014_000000237372.jpg', False], ['car_truck/COCO_train2014_000000075299.jpg', False]]",17,1970-01-01 00:02:49.289783,12,AMDX0UNZS4A1G,mturk_agent_1,A,text,Do you have a picture with a truck with text saying 'schepps' on the back of it.
333U7HK6IADTMJB5OO2Z5F8W2VXJDB39N5ACM9HFLD541M7L2HGFBIKAD9PB,42,car,truck,1178,30,col:5<&>partner_u:5<&>self_u:5<&>text:Surveywentsmoothly.,col:5<&>partner_u:5<&>self_u:5<&>text:,1,219,6,"[['car_truck/COCO_train2014_000000075299.jpg', False], ['car_truck/COCO_train2014_000000468408.jpg', False], ['car_truck/COCO_train2014_000000137150.jpg', False], ['car_truck/COCO_train2014_000000151371.jpg', True], ['car_truck/COCO_train2014_000000565975.jpg', True], ['car_truck/COCO_train2014_000000379766.jpg', True]]","[['car_truck/COCO_train2014_000000565975.jpg', True], ['car_truck/COCO_train2014_000000056549.jpg', True], ['car_truck/COCO_train2014_000000137150.jpg', False], ['car_truck/COCO_train2014_000000151371.jpg', True], ['car_truck/COCO_train2014_000000237372.jpg', False], ['car_truck/COCO_train2014_000000075299.jpg', False]]",18,1970-01-01 00:03:08.468783,13,A6MWJK1YEY5L2,mturk_agent_2,B,text,No i don't
333U7HK6IADTMJB5OO2Z5F8W2VXJDB39N5ACM9HFLD541M7L2HGFBIKAD9PB,42,car,truck,1178,30,col:5<&>partner_u:5<&>self_u:5<&>text:Surveywentsmoothly.,col:5<&>partner_u:5<&>self_u:5<&>text:,1,219,6,"[['car_truck/COCO_train2014_000000075299.jpg', False], ['car_truck/COCO_train2014_000000468408.jpg', False], ['car_truck/COCO_train2014_000000137150.jpg', False], ['car_truck/COCO_train2014_000000151371.jpg', True], ['car_truck/COCO_train2014_000000565975.jpg', True], ['car_truck/COCO_train2014_000000379766.jpg', True]]","[['car_truck/COCO_train2014_000000565975.jpg', True], ['car_truck/COCO_train2014_000000056549.jpg', True], ['car_truck/COCO_train2014_000000137150.jpg', False], ['car_truck/COCO_train2014_000000151371.jpg', True], ['car_truck/COCO_train2014_000000237372.jpg', False], ['car_truck/COCO_train2014_000000075299.jpg', False]]",19,1970-01-01 00:03:10.297816,14,AMDX0UNZS4A1G,mturk_agent_1,A,selection,<selection> <dif> car_truck/COCO_train2014_000000379766.jpg
333U7HK6IADTMJB5OO2Z5F8W2VXJDB39N5ACM9HFLD541M7L2HGFBIKAD9PB,42,car,truck,1178,30,col:5<&>partner_u:5<&>self_u:5<&>text:Surveywentsmoothly.,col:5<&>partner_u:5<&>self_u:5<&>text:,1,219,6,"[['car_truck/COCO_train2014_000000075299.jpg', False], ['car_truck/COCO_train2014_000000468408.jpg', False], ['car_truck/COCO_train2014_000000137150.jpg', False], ['car_truck/COCO_train2014_000000151371.jpg', True], ['car_truck/COCO_train2014_000000565975.jpg', True], ['car_truck/COCO_train2014_000000379766.jpg', True]]","[['car_truck/COCO_train2014_000000565975.jpg', True], ['car_truck/COCO_train2014_000000056549.jpg', True], ['car_truck/COCO_train2014_000000137150.jpg', False], ['car_truck/COCO_train2014_000000151371.jpg', True], ['car_truck/COCO_train2014_000000237372.jpg', False], ['car_truck/COCO_train2014_000000075299.jpg', False]]",20,1970-01-01 00:03:12.385389,14,AMDX0UNZS4A1G,mturk_agent_1,A,text,okay.
333U7HK6IADTMJB5OO2Z5F8W2VXJDB39N5ACM9HFLD541M7L2HGFBIKAD9PB,42,car,truck,1178,30,col:5<&>partner_u:5<&>self_u:5<&>text:Surveywentsmoothly.,col:5<&>partner_u:5<&>self_u:5<&>text:,1,219,6,"[['car_truck/COCO_train2014_000000075299.jpg', False], ['car_truck/COCO_train2014_000000468408.jpg', False], ['car_truck/COCO_train2014_000000137150.jpg', False], ['car_truck/COCO_train2014_000000151371.jpg', True], ['car_truck/COCO_train2014_000000565975.jpg', True], ['car_truck/COCO_train2014_000000379766.jpg', True]]","[['car_truck/COCO_train2014_000000565975.jpg', True], ['car_truck/COCO_train2014_000000056549.jpg', True], ['car_truck/COCO_train2014_000000137150.jpg', False], ['car_truck/COCO_train2014_000000151371.jpg', True], ['car_truck/COCO_train2014_000000237372.jpg', False], ['car_truck/COCO_train2014_000000075299.jpg', False]]",21,1970-01-01 00:03:14.297812,15,AMDX0UNZS4A1G,mturk_agent_1,A,feedback,<feedback>
333U7HK6IADTMJB5OO2Z5F8W2VXJDB39N5ACM9HFLD541M7L2HGFBIKAD9PB,42,car,truck,1178,30,col:5<&>partner_u:5<&>self_u:5<&>text:Surveywentsmoothly.,col:5<&>partner_u:5<&>self_u:5<&>text:,1,219,6,"[['car_truck/COCO_train2014_000000075299.jpg', False], ['car_truck/COCO_train2014_000000468408.jpg', False], ['car_truck/COCO_train2014_000000137150.jpg', False], ['car_truck/COCO_train2014_000000151371.jpg', True], ['car_truck/COCO_train2014_000000565975.jpg', True], ['car_truck/COCO_train2014_000000379766.jpg', True]]","[['car_truck/COCO_train2014_000000565975.jpg', True], ['car_truck/COCO_train2014_000000056549.jpg', True], ['car_truck/COCO_train2014_000000137150.jpg', False], ['car_truck/COCO_train2014_000000151371.jpg', True], ['car_truck/COCO_train2014_000000237372.jpg', False], ['car_truck/COCO_train2014_000000075299.jpg', False]]",22,1970-01-01 00:03:18.478478,15,A6MWJK1YEY5L2,mturk_agent_2,B,feedback,<feedback>
333U7HK6IADTMJB5OO2Z5F8W2VXJDB39N5ACM9HFLD541M7L2HGFBIKAD9PB,42,car,truck,1178,30,col:5<&>partner_u:5<&>self_u:5<&>text:Surveywentsmoothly.,col:5<&>partner_u:5<&>self_u:5<&>text:,1,219,6,"[['car_truck/COCO_train2014_000000075299.jpg', False], ['car_truck/COCO_train2014_000000468408.jpg', False], ['car_truck/COCO_train2014_000000137150.jpg', False], ['car_truck/COCO_train2014_000000151371.jpg', True], ['car_truck/COCO_train2014_000000565975.jpg', True], ['car_truck/COCO_train2014_000000379766.jpg', True]]","[['car_truck/COCO_train2014_000000565975.jpg', True], ['car_truck/COCO_train2014_000000056549.jpg', True], ['car_truck/COCO_train2014_000000137150.jpg', False], ['car_truck/COCO_train2014_000000151371.jpg', True], ['car_truck/COCO_train2014_000000237372.jpg', False], ['car_truck/COCO_train2014_000000075299.jpg', False]]",23,1970-01-01 00:03:26.186618,15,AMDX0UNZS4A1G,mturk_agent_1,A,next_round,<next_round>
333U7HK6IADTMJB5OO2Z5F8W2VXJDB39N5ACM9HFLD541M7L2HGFBIKAD9PB,42,car,truck,1178,30,col:5<&>partner_u:5<&>self_u:5<&>text:Surveywentsmoothly.,col:5<&>partner_u:5<&>self_u:5<&>text:,1,219,6,"[['car_truck/COCO_train2014_000000075299.jpg', False], ['car_truck/COCO_train2014_000000468408.jpg', False], ['car_truck/COCO_train2014_000000137150.jpg', False], ['car_truck/COCO_train2014_000000151371.jpg', True], ['car_truck/COCO_train2014_000000565975.jpg', True], ['car_truck/COCO_train2014_000000379766.jpg', True]]","[['car_truck/COCO_train2014_000000565975.jpg', True], ['car_truck/COCO_train2014_000000056549.jpg', True], ['car_truck/COCO_train2014_000000137150.jpg', False], ['car_truck/COCO_train2014_000000151371.jpg', True], ['car_truck/COCO_train2014_000000237372.jpg', False], ['car_truck/COCO_train2014_000000075299.jpg', False]]",24,1970-01-01 00:03:39.262928,16,A6MWJK1YEY5L2,mturk_agent_2,B,next_round,<next_round>
333U7HK6IADTMJB5OO2Z5F8W2VXJDB39N5ACM9HFLD541M7L2HGFBIKAD9PB,42,car,truck,1178,30,col:5<&>partner_u:5<&>self_u:5<&>text:Surveywentsmoothly.,col:5<&>partner_u:5<&>self_u:5<&>text:,2,219,6,"[['car_truck/COCO_train2014_000000255975.jpg', False], ['car_truck/COCO_train2014_000000339250.jpg', False], ['car_truck/COCO_train2014_000000151371.jpg', True], ['car_truck/COCO_train2014_000000468408.jpg', False], ['car_truck/COCO_train2014_000000565975.jpg', True], ['car_truck/COCO_train2014_000000056549.jpg', True]]","[['car_truck/COCO_train2014_000000151371.jpg', True], ['car_truck/COCO_train2014_000000056549.jpg', True], ['car_truck/COCO_train2014_000000339250.jpg', False], ['car_truck/COCO_train2014_000000115639.jpg', True], ['car_truck/COCO_train2014_000000137150.jpg', False], ['car_truck/COCO_train2014_000000468408.jpg', False]]",0,1970-01-01 00:03:49.290763,0,AMDX0UNZS4A1G,mturk_agent_1,A,text,You go first.
